2459858.04167 23.321
2459859.20833 23.321
2459860.08333 23.321
2459864.29167 23.321
2459867.35417 23.321
2459869.18750 23.321
2459870.01736 23.321
2459872.10069 23.321
2459873.01736 23.321
2459874.14236 23.321
2459876.01736 23.321
2459877.22569 23.321
2459878.35069 23.321
2459879.10069 23.321
2459880.30903 23.321
2459881.02083 23.321
2459883.05903 23.321
2459888.05555 23.321
2459889.03472 23.321
2459891.11805 23.321
2459892.23958 23.321
2459893.03125 23.321
2459894.23611 23.321
2459896.19444 23.321
2459899.19097 23.321
2459903.25000 23.321
2459904.04166 23.321
2459907.16319 23.321
2459910.28472 23.321
2459911.20139 23.321
2459919.17013 23.321
2459921.25347 23.321
2459924.25000 23.321
2459926.05902 23.321
2459927.10069 23.321
2459932.17708 23.321
2459934.04861 23.321
2459939.18749 23.321
2459941.06249 23.321
2459944.18402 23.321
2459947.09722 23.321
2459948.13888 23.321
2459949.17708 23.321
2459950.13541 23.321
2459951.09374 23.321
2459953.15277 23.321
2459957.06249 23.321
2459965.13194 23.321
2459966.13194 23.321
2459967.08680 23.321
2459968.12847 23.321
2459970.10416 23.321
2459971.06249 23.321
2459974.05902 23.321
2459975.09721 23.321
2459977.09374 23.321
2459978.09374 23.321
2459980.08680 23.321
2459982.04513 23.321
2459983.08333 23.321
2459985.03819 23.321
2459986.03471 23.321
2459992.04860 23.321
2459995.04166 23.321
2460066.40277 23.321
2460067.40277 23.321
2460070.37846 23.321
2460072.37499 23.321
2460073.37499 23.321
2460075.37151 23.321
2460081.40624 23.321
2460084.34026 23.321
2460085.34026 23.321
2460086.34026 23.321
2460088.42012 23.321
2460095.32637 23.321
2460101.38193 23.321
2460107.41665 23.321
2460108.29165 23.321
2460109.41318 23.321
2460111.41318 23.321
2460113.38887 23.321
2460120.37846 23.321
2460121.29512 23.321
2460123.24998 23.321
2460124.24998 23.321
2460126.32984 23.321
2460127.43401 23.321
2460129.38540 23.321
2460130.21873 23.321
2460132.34373 23.321
2460138.29165 23.321
2460139.37498 23.321
2460140.41318 23.321
2460141.26734 23.321
2460142.30554 23.321
2460143.18054 23.321
2460155.20484 23.321
2460167.16318 23.321
2460169.11804 23.321
2460170.15970 23.321
2460176.19095 23.321
2460179.28818 23.321
2460180.20484 23.321
2460181.32984 23.321
2460182.20484 23.321
2460183.36456 23.321
2460184.28123 23.321
2460185.06942 23.321
2460195.09720 23.321
2460196.13540 23.321
2460197.30206 23.321
2460203.14234 23.321
2460205.26387 23.321
2460207.09373 23.321
2460208.34026 23.321
2460209.05206 23.321
2460212.21178 23.321
2460213.04512 23.321
2460216.21178 23.321
2460219.04512 23.321
2460222.08678 23.321
2460225.20831 23.321
2460226.12498 23.321
2460227.24998 23.321
2460230.12498 23.321
2460233.10414 23.321
2460235.30901 23.321
2460238.18748 23.321
2460239.31248 23.321
2460240.31248 23.321
2460241.18748 23.321
2460242.22914 23.321
2460243.10414 23.321
2460245.30900 23.321
2460246.18400 23.321
2460250.14581 23.321
2460251.22567 23.321
2460256.03123 23.321
2460264.14928 23.321
2460265.23261 23.321
2460269.04164 23.321
2460270.16317 23.321
2460274.15970 23.321
2460275.15970 23.321
2460277.23956 23.321
2460278.28122 23.321
2460279.26039 23.321
2460280.05206 23.321
2460281.13539 23.321
2460282.04859 23.321
2460286.25345 23.321
2460287.20831 23.321
2460288.20831 23.321
2460291.10067 23.321
2460295.22220 23.321
2460298.09372 23.321
2460301.21525 23.321
2460302.04858 23.321
2460303.21178 23.321
2460305.06247 23.321
2460306.14581 23.321
2460308.18747 23.321
2460309.14233 23.321
2460310.10067 23.321
2460313.05553 23.321
2460315.13539 23.321
2460316.09372 23.321
2460317.09025 23.321
2460318.09025 23.321
2460324.05900 23.321
2460326.05553 23.321
2460333.13192 23.321
2460337.06247 23.321
2460342.05553 23.321
2460347.08678 23.321
2460349.08330 23.321
2460350.07983 23.321
2460352.03816 23.321
2460354.07289 23.321
2460355.07289 23.321
2460357.04858 23.321
2460358.04511 23.321
2460361.04164 23.321
2460362.04164 23.321
